date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening,school_holiday,bank_holiday,yr,month,day,air_humidity_UniOS,air_pressure_UniOS,global_solar_radiation_UniOS,temperature_UniOS,wind_speed_avg_UniOS,wind_speed_max_UniOS,wind_direction_category_UniOS,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
2008-06-29,1426,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,6.0,29,NA,NA,NA,NA,NA,NA,NA,67,23.8,18.4,13.7,0.0,0,9.1,9.2
2008-06-30,795,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,6.0,30,NA,NA,NA,NA,NA,NA,NA,59,24.7,18.7,13.0,0.0,0,12.0,7.6
2008-07-01,1423,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,1,NA,NA,NA,NA,NA,NA,NA,52,28.6,21.4,11.0,0.0,0,15.1,6.9
2008-07-02,2843,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,2,NA,NA,NA,NA,NA,NA,NA,49,33.7,25.5,16.3,0.0,0,12.8,13.1
2008-07-03,1205,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,3,NA,NA,NA,NA,NA,NA,NA,76,27.2,20.5,14.3,5.4,0,4.5,10.6
2008-07-04,779,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,4,NA,NA,NA,NA,NA,NA,NA,85,22.5,15.8,13.2,1.4,0,4.7,13.0
2008-07-05,1518,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,5,NA,NA,NA,NA,NA,NA,NA,60,25.0,18.9,11.3,0.5,0,12.8,5.9
2008-07-06,1877,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,6,NA,NA,NA,NA,NA,NA,NA,64,25.5,19.4,15.0,0.0,0,9.7,11.2
2008-07-07,1016,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,7,NA,NA,NA,NA,NA,NA,NA,73,21.6,15.9,13.7,7.0,0,4.3,16.3
2008-07-08,975,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,8,NA,NA,NA,NA,NA,NA,NA,74,21.0,15.8,11.7,2.8,0,4.3,14.0
2008-07-09,1135,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,7.0,9,NA,NA,NA,NA,NA,NA,NA,73,20.4,15.7,11.0,6.8,0,4.9,12.0
2008-07-10,1641,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,10,NA,NA,NA,NA,NA,NA,NA,90,22.0,17.6,14.0,23.5,0,0.3,9.9
2008-07-11,1436,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,11,NA,NA,NA,NA,NA,NA,NA,80,21.7,17.3,13.5,0.6,0,2.6,10.1
2008-07-12,1558,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,12,NA,NA,NA,NA,NA,NA,NA,77,20.4,16.1,11.5,0.9,0,5.1,14.7
2008-07-13,2195,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,13,NA,NA,NA,NA,NA,NA,NA,69,21.0,15.5,10.5,0.0,0,8.8,8.0
2008-07-14,1381,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,14,NA,NA,NA,NA,NA,NA,NA,69,22.5,17.0,11.4,0.0,0,6.8,8.4
2008-07-15,1858,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,15,NA,NA,NA,NA,NA,NA,NA,67,24.4,18.5,13.6,0.9,0,3.8,10.7
2008-07-16,2113,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,16,NA,NA,NA,NA,NA,NA,NA,79,20.8,16.2,10.1,1.2,0,2.6,11.3
2008-07-17,2033,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,17,NA,NA,NA,NA,NA,NA,NA,79,19.5,14.6,10.2,3.1,0,1.4,8.9
2008-07-18,1945,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,18,NA,NA,NA,NA,NA,NA,NA,91,17.1,14.5,12.5,2.2,0,0.0,10.1
2008-07-19,2034,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,19,NA,NA,NA,NA,NA,NA,NA,89,21.0,16.1,13.5,10.4,0,3.4,14.4
2008-07-20,2717,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,20,NA,NA,NA,NA,NA,NA,NA,79,20.8,14.3,10.7,2.0,0,4.0,11.6
2008-07-21,2198,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,21,NA,NA,NA,NA,NA,NA,NA,86,16.8,12.7,11.4,3.7,0,0.7,15.3
2008-07-22,2147,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,22,NA,NA,NA,NA,NA,NA,NA,82,18.6,14.9,11.3,0.0,0,2.6,10.3
2008-07-23,1918,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,23,NA,NA,NA,NA,NA,NA,NA,84,21.6,15.8,11.9,0.1,0,2.2,5.1
2008-07-24,2060,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,24,NA,NA,NA,NA,NA,NA,NA,67,25.9,19.1,11.5,0.0,0,12.2,10.3
2008-07-25,2025,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,25,NA,NA,NA,NA,NA,NA,NA,67,27.9,21.7,16.0,0.0,0,6.7,9.8
2008-07-26,2069,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,26,NA,NA,NA,NA,NA,NA,NA,75,30.7,23.4,18.7,0.1,0,4.4,9.9
2008-07-27,2895,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,27,NA,NA,NA,NA,NA,NA,NA,66,31.1,24.1,17.4,0.0,0,10.5,6.4
2008-07-28,3027,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,28,NA,NA,NA,NA,NA,NA,NA,50,32.0,25.2,16.2,0.0,0,14.4,10.3
2008-07-29,2852,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,29,NA,NA,NA,NA,NA,NA,NA,71,29.6,21.8,17.5,13.2,0,8.1,6.4
2008-07-30,2380,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,30,NA,NA,NA,NA,NA,NA,NA,NA,26.8,NA,16.7,0.0,0,9.5,5.6
2008-07-31,2955,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,7.0,31,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,0.0,0,11.2,9.7
2008-08-01,1889,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,1,NA,NA,NA,NA,NA,NA,NA,68,27.7,22.1,15.6,0.0,0,6.4,11.3
2008-08-02,1760,0,0,1,0,1,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,2,NA,NA,NA,NA,NA,NA,NA,69,25.2,19.3,14.4,0.8,0,4.2,12.3
2008-08-03,2177,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,3,NA,NA,NA,NA,NA,NA,NA,83,24.3,19.0,16.2,38.4,0,3.9,10.1
2008-08-04,1770,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,4,NA,NA,NA,NA,NA,NA,NA,74,21.7,17.6,14.8,0.0,0,6.9,13.3
2008-08-05,1852,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,5,NA,NA,NA,NA,NA,NA,NA,74,23.9,18.1,14.1,0.4,0,5.6,9.5
2008-08-06,2166,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,6,NA,NA,NA,NA,NA,NA,NA,73,27.6,21.1,16.0,0.0,0,6.3,7.9
2008-08-07,2694,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,7,NA,NA,NA,NA,NA,NA,NA,72,30.3,22.8,17.2,0.3,0,9.5,14.1
2008-08-08,1662,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,3,0,2008.0,8.0,8,NA,NA,NA,NA,NA,NA,NA,83,22.0,17.6,12.3,14.6,0,5.2,14.2
2008-08-09,1391,0,0,1,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,9,NA,NA,NA,NA,NA,NA,NA,72,20.5,16.4,12.2,0.2,0,5.1,9.4
2008-08-10,2683,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,10,NA,NA,NA,NA,NA,NA,NA,83,19.1,17.5,16.2,0.9,0,0.8,13.1
2008-08-11,1489,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,11,NA,NA,NA,NA,NA,NA,NA,73,21.9,17.5,14.1,0.0,0,7.5,10.5
2008-08-12,1759,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,12,NA,NA,NA,NA,NA,NA,NA,79,23.5,18.0,14.0,2.9,0,3.8,14.1
2008-08-13,1727,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,13,NA,NA,NA,NA,NA,NA,NA,79,20.3,15.8,13.5,3.0,0,7.4,15.4
2008-08-14,1588,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,14,NA,NA,NA,NA,NA,NA,NA,69,21.1,16.2,11.1,0.0,0,9.7,14.3
2008-08-15,1527,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,15,NA,NA,NA,NA,NA,NA,NA,74,22.2,15.5,10.0,4.6,0,8.3,9.5
2008-08-16,1633,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,16,NA,NA,NA,NA,NA,NA,NA,70,22.7,15.9,8.9,0.0,0,12.5,7.1
2008-08-17,2350,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,17,NA,NA,NA,NA,NA,NA,NA,70,25.0,17.2,9.4,1.6,0,7.8,7.2
2008-08-18,1939,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,18,NA,NA,NA,NA,NA,NA,NA,92,20.3,16.5,14.1,7.8,0,0.4,8.7
2008-08-19,1759,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,19,NA,NA,NA,NA,NA,NA,NA,81,21.4,17.7,13.9,1.8,0,2.5,11.4
2008-08-20,2096,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,8.0,20,NA,NA,NA,NA,NA,NA,NA,85,20.1,16.5,14.7,9.5,0,1.5,11.2
2008-08-21,818,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,21,NA,NA,NA,NA,NA,NA,NA,77,22.3,17.4,13.3,0.0,0,3.3,13.9
2008-08-22,756,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,22,NA,NA,NA,NA,NA,NA,NA,88,19.6,16.1,11.9,36.5,0,0.9,8.2
2008-08-23,1232,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,23,NA,NA,NA,NA,NA,NA,NA,92,17.0,13.0,10.6,10.5,0,3.7,10.5
2008-08-24,1719,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,24,NA,NA,NA,NA,NA,NA,NA,82,20.2,14.9,10.2,0.5,0,4.7,7.9
2008-08-25,669,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,25,NA,NA,NA,NA,NA,NA,NA,81,20.5,16.6,14.1,0.0,0,6.0,8.7
2008-08-26,662,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,26,NA,NA,NA,NA,NA,NA,NA,81,20.3,17.6,15.5,0.0,0,0.0,7.9
2008-08-27,679,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,27,NA,NA,NA,NA,NA,NA,NA,85,17.9,16.7,15.6,0.0,0,0.0,9.8
2008-08-28,675,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,28,NA,NA,NA,NA,NA,NA,NA,85,20.8,17.5,15.7,0.8,0,0.7,7.9
2008-08-29,747,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,29,NA,NA,NA,NA,NA,NA,NA,81,23.8,18.3,12.9,0.0,0,5.1,8.3
2008-08-30,1067,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,30,NA,NA,NA,NA,NA,NA,NA,79,22.9,17.3,11.6,0.0,0,11.2,7.9
2008-08-31,2322,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,8.0,31,NA,NA,NA,NA,NA,NA,NA,67,27.1,20.1,12.7,0.0,0,11.4,7.9
2008-09-01,636,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,1,NA,NA,NA,NA,NA,NA,NA,74,22.1,18.2,13.1,0.0,0,2.8,10.7
2008-09-02,615,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,2,NA,NA,NA,NA,NA,NA,NA,79,20.7,16.6,11.7,4.8,0,0.9,13.6
2008-09-03,531,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,3,NA,NA,NA,NA,NA,NA,NA,84,18.7,13.7,11.0,0.0,0,1.9,11.3
2008-09-04,609,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,4,NA,NA,NA,NA,NA,NA,NA,75,18.2,13.9,10.4,0.0,0,7.2,11.1
2008-09-05,615,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,5,NA,NA,NA,NA,NA,NA,NA,76,20.3,16.4,11.5,1.5,0,2.5,9.9
2008-09-06,863,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,6,NA,NA,NA,NA,NA,NA,NA,79,21.9,17.5,14.1,0.2,0,1.4,13.4
2008-09-07,1814,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,7,NA,NA,NA,NA,NA,NA,NA,80,19.4,15.7,13.3,2.8,0,3.9,11.6
2008-09-08,964,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,8,NA,NA,NA,NA,NA,NA,NA,86,19.0,15.0,11.2,0.6,0,1.1,9.4
2008-09-09,588,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,9,NA,NA,NA,NA,NA,NA,NA,74,23.8,16.8,8.8,0.0,0,11.7,7.0
2008-09-10,573,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,10,NA,NA,NA,NA,NA,NA,NA,76,23.6,18.7,14.3,0.0,0,6.4,9.2
2008-09-11,626,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,11,NA,NA,NA,NA,NA,NA,NA,74,25.2,19.4,12.6,0.0,0,10.6,7.4
2008-09-12,656,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,12,NA,NA,NA,NA,NA,NA,NA,78,21.6,17.5,13.4,6.8,0,7.3,11.4
2008-09-13,1002,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,13,NA,NA,NA,NA,NA,NA,NA,65,16.4,12.8,7.2,0.0,0,11.6,14.0
2008-09-14,1199,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,14,NA,NA,NA,NA,NA,NA,NA,77,16.6,11.3,6.5,0.0,0,6.7,10.5
2008-09-15,592,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,15,NA,NA,NA,NA,NA,NA,NA,82,15.5,10.5,7.1,0.0,0,3.2,10.1
2008-09-16,526,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,16,NA,NA,NA,NA,NA,NA,NA,86,13.6,10.7,7.2,0.0,0,0.0,5.5
2008-09-17,520,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,17,NA,NA,NA,NA,NA,NA,NA,80,16.2,11.2,5.6,0.0,0,2.8,5.3
2008-09-18,547,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,18,NA,NA,NA,NA,NA,NA,NA,74,16.3,9.7,3.2,0.0,0,9.6,7.6
2008-09-19,617,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,19,NA,NA,NA,NA,NA,NA,NA,78,16.5,9.9,3.0,0.0,0,6.8,5.8
2008-09-20,840,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,20,NA,NA,NA,NA,NA,NA,NA,77,17.5,10.3,3.8,0.0,0,10.3,5.4
2008-09-21,1489,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,21,NA,NA,NA,NA,NA,NA,NA,86,16.4,10.9,6.4,0.0,0,2.3,8.2
2008-09-22,583,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,22,NA,NA,NA,NA,NA,NA,NA,89,14.2,10.0,4.8,0.0,0,0.0,6.3
2008-09-23,567,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,23,NA,NA,NA,NA,NA,NA,NA,96,12.8,11.4,9.8,8.8,0,0.0,9.8
2008-09-24,544,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,24,NA,NA,NA,NA,NA,NA,NA,88,14.7,12.5,9.8,0.0,0,0.7,7.8
2008-09-25,524,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,25,NA,NA,NA,NA,NA,NA,NA,87,15.9,10.7,6.6,0.0,0,6.1,8.6
2008-09-26,521,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,26,NA,NA,NA,NA,NA,NA,NA,94,14.2,9.7,6.1,0.0,0,3.9,5.4
2008-09-27,691,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,27,NA,NA,NA,NA,NA,NA,NA,81,19.2,10.0,3.2,0.0,0,8.3,3.1
2008-09-28,1080,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,9.0,28,NA,NA,NA,NA,NA,NA,NA,82,17.8,11.5,4.3,0.2,0,8.7,6.4
2008-09-29,931,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,9.0,29,NA,NA,NA,NA,NA,NA,NA,94,13.1,10.8,8.2,5.0,0,0.0,9.4
2008-09-30,1045,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,9.0,30,NA,NA,NA,NA,NA,NA,NA,94,11.9,10.3,8.2,40.5,0,0.0,12.9
2008-10-01,1096,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,1,NA,NA,NA,NA,NA,NA,NA,91,15.1,11.2,8.8,19.2,0,0.2,16.6
2008-10-02,968,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,2,NA,NA,NA,NA,NA,NA,NA,81,13.3,9.2,7.3,0.1,0,2.7,16.0
2008-10-03,1612,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,3,2008.0,10.0,3,NA,NA,NA,NA,NA,NA,NA,83,12.5,8.3,5.5,0.6,0,7.7,9.8
2008-10-04,1639,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,4,NA,NA,NA,NA,NA,NA,NA,78,11.5,8.1,5.3,0.4,0,5.6,13.5
2008-10-05,2062,0,0,0,0,1,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,5,NA,NA,NA,NA,NA,NA,NA,91,11.2,10.0,8.5,15.1,0,0.0,16.3
2008-10-06,1112,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,6,NA,NA,NA,NA,NA,NA,NA,97,13.9,11.5,10.3,0.0,0,0.0,3.4
2008-10-07,905,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,7,NA,NA,NA,NA,NA,NA,NA,86,18.3,14.1,9.6,0.5,0,3.9,7.9
2008-10-08,1109,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,8,NA,NA,NA,NA,NA,NA,NA,91,16.9,14.0,10.6,1.5,0,0.5,7.8
2008-10-09,989,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,9,NA,NA,NA,NA,NA,NA,NA,88,16.8,11.4,6.2,0.0,0,6.6,6.0
2008-10-10,896,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,10,NA,NA,NA,NA,NA,NA,NA,87,16.4,10.6,5.3,0.0,0,7.9,7.6
2008-10-11,930,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,2,0,2008.0,10.0,11,NA,NA,NA,NA,NA,NA,NA,87,19.2,13.8,10.4,0.0,0,8.4,7.7
2008-10-12,1419,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,12,NA,NA,NA,NA,NA,NA,NA,93,15.2,11.9,7.4,0.0,0,0.9,5.7
2008-10-13,1025,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,13,NA,NA,NA,NA,NA,NA,NA,84,20.6,14.2,6.3,0.6,0,7.0,8.1
2008-10-14,997,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,14,NA,NA,NA,NA,NA,NA,NA,85,16.7,13.7,9.6,0.0,0,3.1,8.9
2008-10-15,1376,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,15,NA,NA,NA,NA,NA,NA,NA,87,15.7,13.4,11.3,2.6,0,0.3,12.7
2008-10-16,1329,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,16,NA,NA,NA,NA,NA,NA,NA,90,13.8,9.6,6.5,10.9,0,0.4,14.6
2008-10-17,977,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,17,NA,NA,NA,NA,NA,NA,NA,84,13.2,8.5,5.7,0.0,0,5.9,10.5
2008-10-18,1039,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,18,NA,NA,NA,NA,NA,NA,NA,85,12.6,8.8,5.6,0.0,0,3.9,8.9
2008-10-19,1608,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,19,NA,NA,NA,NA,NA,NA,NA,84,14.6,10.5,8.0,0.0,0,2.4,8.5
2008-10-20,1169,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,20,NA,NA,NA,NA,NA,NA,NA,74,17.6,12.9,8.1,2.0,0,8.2,13.5
2008-10-21,1525,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,21,NA,NA,NA,NA,NA,NA,NA,89,15.7,11.4,6.9,4.9,0,0.0,11.6
2008-10-22,1537,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,22,NA,NA,NA,NA,NA,NA,NA,87,10.8,7.8,5.9,0.0,0,0.1,7.3
2008-10-23,1294,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,23,NA,NA,NA,NA,NA,NA,NA,82,13.1,8.2,4.7,0.0,0,8.0,10.2
2008-10-24,1104,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,24,NA,NA,NA,NA,NA,NA,NA,80,11.7,9.1,6.8,0.6,0,0.0,10.4
2008-10-25,1213,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,1,0,2008.0,10.0,25,NA,NA,NA,NA,NA,NA,NA,89,13.2,9.9,5.2,0.0,0,4.2,10.6
2008-10-26,1793,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,26,NA,NA,NA,NA,NA,NA,NA,88,14.7,11.6,9.4,13.0,0,0.7,14.0
2008-10-27,627,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,27,NA,NA,NA,NA,NA,NA,NA,88,11.7,8.7,4.6,0.3,0,2.9,11.6
2008-10-28,632,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,28,NA,NA,NA,NA,NA,NA,NA,85,9.6,5.2,1.6,0.0,0,6.0,7.8
2008-10-29,621,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,29,NA,NA,NA,NA,NA,NA,NA,96,6.3,2.3,-0.1,0.0,0,2.3,3.1
2008-10-30,650,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,30,NA,NA,NA,NA,NA,NA,NA,95,4.3,3.1,1.7,4.5,0,0.0,7.1
2008-10-31,637,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,10.0,31,NA,NA,NA,NA,NA,NA,NA,94,5.7,4.3,2.0,0.0,0,0.2,6.5
2008-11-01,1192,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,2,2008.0,11.0,1,NA,NA,NA,NA,NA,NA,NA,95,6.5,5.5,4.3,1.3,0,0.0,9.3
2008-11-02,1329,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,2,NA,NA,NA,NA,NA,NA,NA,93,12.6,7.8,4.2,0.0,0,1.9,8.7
2008-11-03,647,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,3,NA,NA,NA,NA,NA,NA,NA,98,8.8,7.6,6.0,0.1,0,0.0,9.0
2008-11-04,486,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,4,NA,NA,NA,NA,NA,NA,NA,100,8.3,7.4,6.9,0.1,0,0.0,8.5
2008-11-05,600,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,5,NA,NA,NA,NA,NA,NA,NA,95,9.8,9.3,8.1,1.2,0,0.0,11.1
2008-11-06,564,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,6,NA,NA,NA,NA,NA,NA,NA,89,13.4,10.7,9.5,0.0,0,1.5,3.9
2008-11-07,679,0,0,0,0,0,4.3,7.3,2.3,4.3,0,0,0,0,2008.0,11.0,7,NA,NA,NA,NA,NA,NA,NA,88,12.1,9.9,7.7,0.0,0,0.9,7.1
