date,air_humidity_DWD,air_temperature_daily_max_DWD,air_temperature_daily_mean_DWD,air_temperature_daily_min_DWD,precipitation_DWD,snow_height_DWD,sunshine_hours_DWD,wind_speed_max_DWD
4/20/2007,62,9.9,6.3,0.6,0,0,0.3,8.8
4/21/2007,64,13.2,6.7,-1.5,0,0,11.9,7
4/22/2007,52,21.8,12.5,2,0,0,12.4,6.3
4/23/2007,58,23.8,15.8,5.6,1.4,0,8,9.7
4/24/2007,73,23,16.9,12.7,0,0,3.7,6.3
4/25/2007,66,26.2,19.1,11.3,0,0,12,7.8
4/26/2007,53,26,19.8,12.5,0,0,13.4,8.5
4/27/2007,54,25.5,18.4,9.3,0,0,13.3,10
4/28/2007,53,26.4,18.7,9.5,0,0,13.4,10.2
4/29/2007,51,18.3,12.7,7.8,0,0,10.2,13.3
4/30/2007,46,18,11.5,4,0,0,10.8,12.7
5/1/2007,50,18.5,12.4,4.9,0,0,11.6,10.4
5/2/2007,47,20,12.8,3.9,0,0,12.9,9.3
5/3/2007,60,21.1,13.7,5.1,0,0,11.9,9.1
5/4/2007,54,22.2,15.2,7,0,0,11.4,10.8
5/5/2007,54,22.9,15.4,6.1,0,0,12,9.3
5/6/2007,66,21.6,13.9,7.8,0.5,0,5.9,9.4
5/7/2007,96,13.5,11.8,10.4,31.8,0,0,8.9
5/8/2007,87,15,11.1,9,3.4,0,0.1,15.1
5/9/2007,79,16.9,12.3,8.4,6.2,0,5.7,11
5/10/2007,90,16.9,12.9,10,12.1,0,0.9,14.7
5/11/2007,95,13.6,11.1,7.8,18.7,0,0.7,18.7
5/12/2007,87,16.8,12.1,9,1.9,0,3.7,15
5/13/2007,80,19.9,15.8,11,1.4,0,2.5,12.7
5/14/2007,66,19.1,15.4,12.1,6.4,0,5.3,16.3
5/15/2007,73,16.4,11.4,8.4,0,0,5.3,8.8
5/16/2007,88,14.1,9.9,5.2,10,0,1.8,14.5
5/17/2007,72,14.9,9.1,4.2,0,0,6.8,7.8
5/18/2007,73,21.2,14.1,3.4,6.4,0,11.7,10.1
5/19/2007,75,19.9,15.3,9.2,0,0,8.5,10.6
5/20/2007,76,22.5,16.5,8.4,0,0,5.3,9
5/21/2007,80,24.2,19.6,14.7,0,0,10.1,7.8
5/22/2007,82,23.6,17.9,13.8,0,0,3.2,8.1
5/23/2007,58,21.6,16.5,11.1,0,0,12.4,6.4
5/24/2007,71,25.4,18.5,9.8,0,0,11.7,5.3
5/25/2007,84,24.2,18.5,14.3,4,0,7,22.5
5/26/2007,94,17,14.8,13.3,9.4,0,0,10.2
5/27/2007,90,20.2,15.4,10.6,3.1,0,1.4,9.5
5/28/2007,90,15.9,13.2,9.4,8,0,0,5
5/29/2007,91,12.8,11.1,7.2,13.4,0,0,14.3
5/30/2007,62,19.2,13.2,6.4,0,0,14.9,8.8
5/31/2007,70,17.5,14.5,11.3,0.2,0,0.8,6.8
6/1/2007,64,23.1,17.4,10,0,0,12.6,10.1
6/2/2007,72,22.6,17.6,11.6,0,0,7.1,9.9
6/3/2007,86,18.5,15.4,13.1,0,0,1.6,6
6/4/2007,83,20.5,16.7,12.4,0,0,0.8,7.9
6/5/2007,77,22.8,18.3,14.1,0,0,7.5,7.5
6/6/2007,79,24.4,18.4,12.8,0,0,7.4,7.8
6/7/2007,74,27.7,21.9,14.7,0,0,8.4,9.7
6/8/2007,66,30,24.2,17.4,0,0,14.2,9.9
6/9/2007,81,29.7,21.2,15.9,14.4,0,9.8,20.3
6/10/2007,77,27.9,21.4,14.7,0,0,10.8,7.4
6/11/2007,80,28.5,21.1,17.6,0,0,5.7,9.8
6/12/2007,80,23.9,19,16.2,6.8,0,2.6,8.3
6/13/2007,79,23,18.5,15,0,0,5.5,7.9
6/14/2007,84,26.6,18.9,14,11.7,0,3.9,9.5
6/15/2007,90,23.5,18.7,15.5,1.9,0,3.3,8.7
6/16/2007,83,21.7,16.4,12.1,3.1,0,4.7,11.3
6/17/2007,76,21.8,16.7,12.6,1.5,0,5.1,11.8
6/18/2007,92,21.8,16.3,14,9.4,0,2,12
6/19/2007,72,26.6,19.8,13.2,0,0,15.3,6.5
6/20/2007,71,26.7,21,15.4,0.4,0,8.1,11.9
6/21/2007,85,19.3,15.7,11.1,5.1,0,0,6.5
6/22/2007,87,21.2,15.3,10.5,1.8,0,4.5,10.5
6/23/2007,87,21.5,15.9,13.2,2.8,0,3.9,10.2
6/24/2007,77,21.5,17.5,13.9,0.1,0,3.6,9.5
6/25/2007,81,21,16.9,10.6,1.3,0,3.4,12.4
6/26/2007,83,15.1,12.7,10.2,5.8,0,1.5,20.5
6/27/2007,73,17.6,12.5,8.2,0.6,0,4.6,14.2
6/28/2007,73,19,14,10,1.1,0,4.8,12.9
6/29/2007,83,17.8,14.4,12.1,3.3,0,0.1,13.9
6/30/2007,80,20,16,13.2,0.9,0,1.9,12
7/1/2007,83,25.5,18.8,15.1,4.5,0,3.6,10.7
7/2/2007,86,23.5,17.1,13.8,2.9,0,3.9,11.6
7/3/2007,89,17.9,14.3,12.2,7.9,0,0.8,10.7
7/4/2007,86,18.9,14.4,11.8,4.4,0,4.1,10.2
7/5/2007,83,20.5,15.6,12.7,2,0,5.1,12.6
7/6/2007,85,16.3,14.2,12.4,6.6,0,0.3,18.9
7/7/2007,81,20.8,15.7,10.9,1.7,0,6.6,15
7/8/2007,69,22.3,16.7,10.6,2.2,0,11.5,8.1
7/9/2007,88,17.1,13.6,9.7,5.2,0,0.3,6.6
7/10/2007,85,20.7,13.5,9.2,7.8,0,4.8,13.7
7/11/2007,89,17.5,13.7,11,4.5,0,0.3,13.3
7/12/2007,87,19.6,15.4,12.7,2.3,0,1.2,13.8
7/13/2007,85,24.2,19.2,15.4,0,0,3.8,10.6
7/14/2007,68,29,23.4,17.4,0,0,12.8,11.2
7/15/2007,64,32.5,24.5,15.6,0,0,11.5,9.9
7/16/2007,53,32.4,26.7,19.4,0.1,0,13.2,10.8
7/17/2007,66,24.6,20.4,15.1,0,0,8.9,12.5
7/18/2007,65,25.1,19.7,13.5,0,0,11.1,9.6
7/19/2007,67,25.2,19.6,11.8,0,0,8.1,5.8
7/20/2007,79,26.5,19.9,16.1,3.7,0,5.7,11.4
7/21/2007,66,24.2,19,13.8,0,0,11.8,9
7/22/2007,77,22.7,17.4,12.1,0.2,0,7.9,12.7
7/23/2007,80,21.7,16.4,10.3,5.9,0,4.4,8.4
7/24/2007,89,18.9,14.9,13,10.9,0,2.9,18.1
7/25/2007,75,22.5,17.3,11.9,0,0,11,11.3
7/26/2007,70,24.9,19.8,14.7,9.9,0,4.1,16.1
7/27/2007,77,21,17.1,14.2,1.2,0,5.4,13.2
7/28/2007,78,20.9,16.5,13.1,5.5,0,3.7,13.5
7/29/2007,92,15.7,13.4,9.8,10.3,0,0.8,13.1
7/30/2007,79,17.3,12.7,9.1,2,0,6.6,14.9
7/31/2007,82,17.7,12.9,9.1,2.1,0,3.3,10.1
8/1/2007,69,22.4,16.1,8.1,0,0,14.5,7.5
8/2/2007,88,17.6,14.6,12.1,4,0,0.8,5.9
8/3/2007,74,21.5,16.5,11.6,0,0,7.6,8.7
8/4/2007,68,26.1,19.2,11.3,0,0,13.6,8.1
8/5/2007,63,28.4,21.5,13,0,0,14,9.8
8/6/2007,57,30.7,22.9,14.5,0.2,0,13.1,11.4
8/7/2007,93,20,17.5,14.9,4.1,0,0,7.4
8/8/2007,96,15.7,14.3,13.6,1.1,0,0,12
8/9/2007,93,22,18.2,14.1,0,0,0.3,8.5
8/10/2007,87,24.6,19.1,15.1,0,0,3.2,10.6
8/11/2007,76,21.5,16.4,11.1,0,0,9.3,9.6
8/12/2007,78,23.6,16.8,10.3,0,0,7.8,5.1
8/13/2007,72,23.1,17.8,12.7,0,0,8,10.3
8/14/2007,64,25.2,19.7,12.1,0,0,10.8,10.9
8/15/2007,76,26.7,21.6,18.2,5.8,0,5.2,18.1
8/16/2007,77,20.5,17.2,12.2,1.6,0,6.5,15
8/17/2007,78,20.1,14.4,11.4,0.6,0,4.6,15.9
8/18/2007,70,21.6,16.2,11.1,0,0,9.2,8.4
8/19/2007,82,21.3,16.7,13.3,1.7,0,3.1,6
8/20/2007,85,21.7,16.4,11.7,0.8,0,4.3,8.3
8/21/2007,96,18.4,15.6,11.5,39,0,0,12.9
8/22/2007,86,22.2,17.1,13.3,0.2,0,5.4,13.6
8/23/2007,83,25.1,18.5,14.2,3.4,0,4.6,8.7
8/24/2007,79,25.9,19.9,15.6,0,0,10.5,5
8/25/2007,83,24.5,19,14.7,0,0,7,8.9
8/26/2007,82,23.1,17.4,12.6,0,0,5.5,9.1
8/27/2007,73,19.6,14.8,10.1,0,0,6.5,6.8
8/28/2007,70,18.3,14,8.9,0,0,8.6,6.9
8/29/2007,75,18,12.5,7.6,0,0,5.7,6.7
8/30/2007,85,17.7,13.4,7.5,0.9,0,2.8,10.7
8/31/2007,90,19.1,14.7,12.4,4.3,0,0.3,13.2
9/1/2007,89,20.5,15,12.2,1,0,4.2,7.6
9/2/2007,84,19.2,15.9,12.2,18,0,1.4,10.6
9/3/2007,81,17.7,13.5,8.5,1.4,0,6.6,15.3
9/4/2007,77,16.1,11.3,7.4,0,0,7.1,13.4
9/5/2007,79,16.6,11.8,6.2,1,0,4.7,6.2
9/6/2007,83,20.8,15.2,11.6,1,0,6.4,10.3
9/7/2007,84,20,15.5,12.6,0.2,0,1.5,10.8
9/8/2007,93,17.8,14.6,12.8,1.8,0,0.7,11.4
9/9/2007,83,15.9,13.5,12.3,1.6,0,0.2,9.6
9/10/2007,89,15.2,12.8,11.2,7.2,0,1.2,14.7
9/11/2007,90,17.2,13.3,10.3,0.6,0,0.8,10.9
9/12/2007,88,17,13.3,9.1,0,0,1.9,6.7
9/13/2007,82,16.4,12.5,7.4,0,0,0.5,5.3
9/14/2007,86,19.7,12.4,5.2,1.5,0,7.2,11.9
9/15/2007,78,16.9,11.8,7.6,0,0,9.8,8.6
9/16/2007,75,21.1,15.1,7.5,0,0,9.3,11.8
9/17/2007,86,20.3,15.1,11.1,8,0,3.5,11.6
9/18/2007,86,14.8,10.6,6,1.8,0,4.9,17.8
9/19/2007,75,15.5,10.7,5.9,0,0,7.2,11.3
9/20/2007,78,15.9,13.7,10.8,0,0,0.5,13.1
9/21/2007,73,19.7,15.5,12.9,0,0,4,10
9/22/2007,83,20.4,14.4,10.2,0,0,6.3,6
9/23/2007,82,23.2,15.9,8.9,0,0,10.1,6.1
9/24/2007,80,21.9,16,12,1.8,0,6.3,13.7
9/25/2007,84,16.9,12.1,9.1,0.2,0,5.9,11
9/26/2007,84,16.9,11.3,7.3,0,0,5.2,5.6
9/27/2007,87,15.1,11.3,6.8,14,0,0.2,14.5
9/28/2007,90,16.9,14,12.3,14.4,0,0.5,14.2
9/29/2007,98,12.8,11.8,10.6,20.6,0,0,10.7
9/30/2007,93,14.3,11.4,7.3,0.2,0,0,11.1
10/1/2007,97,13.5,10.4,6.1,3.4,0,0,6.3
10/2/2007,95,12.7,12.1,11.5,0,0,0,6.9
10/3/2007,90,17.6,14.2,12,16.4,0,2.1,7
10/4/2007,92,17.4,14.6,9.2,0,0,1,7.2
10/5/2007,87,16.9,11.8,7.9,0,0,4.3,5
10/6/2007,95,13.4,9.7,5.9,0,0,1.1,6
10/7/2007,89,16.4,9.2,4,0,0,8.9,4.4
10/8/2007,90,14,10.2,5.2,0,0,2.8,4.5
10/9/2007,83,14.4,11.2,9.4,0,0,3.6,6.7
10/10/2007,88,15,11.2,6.5,0,0,0.3,4
10/11/2007,88,15.7,9.8,3.8,0.8,0,6.3,7.8
10/12/2007,88,17.1,12.5,9.2,0.2,0,1.9,13.4
10/13/2007,90,14,10.1,5.8,0,0,3.1,4.9
10/14/2007,82,16.6,9.6,3.9,0,0,8.7,5.6
10/15/2007,80,17.9,11.8,3.5,0,0,8.7,9.1
10/16/2007,79,16.9,14.1,11.7,0,0,3.4,10.6
10/17/2007,87,17.3,12.8,8,10,0,2.3,17.5
10/18/2007,87,11.7,7.9,5.7,0.2,0,4.5,13.6
10/19/2007,80,10.7,6.8,0.4,0,0,2,9.8
10/20/2007,83,9.6,4.3,-1.3,0,0,6.4,4.9
10/21/2007,90,10.2,6.6,1.5,2.9,0,0.2,7.2
10/22/2007,86,8.3,3,-1.1,0,0,8.1,6.5
10/23/2007,82,8.2,4.1,-1.4,0,0,5.5,10.5
10/24/2007,83,7.5,7,6.1,0,0,0,11.2
10/25/2007,88,8.4,7.4,6,0,0,0,7.7
10/26/2007,89,8.2,7.2,6.7,0,0,0,6
10/27/2007,88,9,7.6,6.6,0,0,0,5.8
10/28/2007,78,11,8.9,6.9,0.2,0,0.5,11.8
10/29/2007,93,9,8.5,8,22,0,0,10.5
10/30/2007,91,11.8,8.2,4.5,0.2,0,5,6.8
10/31/2007,87,11.7,7.6,2.5,0,0,5.5,9.6
11/1/2007,87,12.4,10.7,9.1,1.5,0,0,8.1
11/2/2007,99,13.7,12.4,11.2,3.1,0,0,6.1
11/3/2007,96,13.1,11.4,7.8,0.9,0,0,8.8
11/4/2007,87,11.1,9,7.5,0,0,0,7.5
11/5/2007,83,10.5,8.4,6.9,3.5,0,0,15.1
11/6/2007,86,8.5,6.6,5.1,2.5,0,1.5,18
11/7/2007,91,10.6,8.3,6.2,4.2,0,0,15.7
11/8/2007,90,11.2,8.9,6.3,9.7,0,0.5,16
11/9/2007,86,6.7,4.5,2.6,7.7,0,0.8,19.1
11/10/2007,91,7.6,5,3.3,12,0,2.1,15.9
11/11/2007,93,9.7,5.3,1.3,9.9,0,0.4,18.9
11/12/2007,92,5.5,3.9,2.1,12.1,0,0.1,14.4
11/13/2007,90,5.9,3.8,0.2,0,0,0.2,9.8
11/14/2007,86,3.9,1.8,-0.1,0.3,0,1.4,10
11/15/2007,87,3.4,0.7,-2.7,0,0,3,6
11/16/2007,80,6.5,3.7,1.1,0.1,0,0.1,7.7
11/17/2007,94,4.9,3.7,1.1,0.1,0,0,5.9
11/18/2007,84,6.8,4.8,2.8,0,0,0.5,10
11/19/2007,84,5,3.5,1.5,0.6,0,0.2,8.5
11/20/2007,81,8.9,5.7,3.2,0,0,1.7,7.3
11/21/2007,75,12.3,8.6,4.6,0,0,0.1,7.5
11/22/2007,88,12.3,8.1,3.1,0,0,3.5,8.6
11/23/2007,91,8.1,6,1.9,0.8,0,0,10.7
11/24/2007,91,4.9,2.7,-0.4,4.5,0,3,12.8
11/25/2007,90,8,5,2.1,4.1,0,2.3,16.6
11/26/2007,92,3.8,2.2,1.1,3.8,0,0.4,11.2
11/27/2007,90,6.2,3.3,1,0,0,0.5,7.2
11/28/2007,83,6.3,4.3,2.2,0,0,0.6,10.5
11/29/2007,88,6.3,4.7,2.8,2.3,0,0,11.9
11/30/2007,94,8.1,5.9,4.1,7.5,0,0,12
12/1/2007,82,9.4,8.2,6.9,2.5,0,4.1,14.9
12/2/2007,87,10.1,7.9,6.2,29.9,0,0,21.4
12/3/2007,83,8.7,6.3,3.8,1.1,0,0.7,20.2
12/4/2007,89,8.2,5.6,3.3,0.9,0,3,11.2
12/5/2007,87,12.6,10.3,6.9,5.2,0,0,14.7
12/6/2007,90,11.9,9.4,8.6,20.4,0,0,13.7
12/7/2007,87,13.1,9.2,5.4,8,0,0.5,23.3
12/8/2007,84,6.9,5.3,2.6,8.8,0,0.4,16.4
12/9/2007,88,8.6,6.6,3.9,1.8,0,0.6,14.6
12/10/2007,94,5.9,5.3,4.3,6.5,0,0,8.2
12/11/2007,89,6.3,5.2,4.6,0,0,0,10
12/12/2007,87,5.5,4.3,3.1,0,0,0,6.9
12/13/2007,87,4.4,3.3,2.2,0,0,0,5.8
12/14/2007,79,3.3,2.4,1.7,0,0,0.4,4.8
12/15/2007,81,3,0.9,-2.6,0,0,2,10.5
12/16/2007,89,-0.1,-2.3,-4.5,0,0,4.6,9.8
12/17/2007,83,1.8,-0.3,-2.2,0,0,2.4,11.3
12/18/2007,89,0.9,-1.1,-3,0,0,3.9,8.8
12/19/2007,98,-2.4,-3.2,-3.7,0,0,0,5.9
12/20/2007,98,-3.4,-4,-4.6,0,0,0,4.6
12/21/2007,98,-1.6,-4.3,-6.9,0,0,3.6,3.7
12/22/2007,94,2.5,-4.1,-7.8,0.8,0,6.1,3.9
12/23/2007,93,2.5,1,-5.4,1.1,0,0,8.3
12/24/2007,95,2.7,1.4,0.1,0,0,3.3,7.8
12/25/2007,79,3.9,2.5,0.8,0,0,0.3,12.1
12/26/2007,87,4.1,2.8,1.9,0,0,0,10.1
12/27/2007,87,5.9,3.7,2.2,0,0,0.3,11.2
12/28/2007,83,9,6.7,4.3,0,0,3.9,13
12/29/2007,82,7.5,5,2.7,1,0,0.3,15.5
12/30/2007,92,6.5,4.8,1,0.9,0,0,10.4
12/31/2007,98,3.9,1.1,-0.9,0,0,2.3,5.3
1/1/2008,97,1.5,-0.3,-2.5,0,0,0,5.7
1/2/2008,89,1.1,-1.1,-4.4,0,0,3.7,12
1/3/2008,79,-0.1,-1,-1.8,0,0,0.7,14.2
1/4/2008,75,4.3,0.4,-1.1,2.1,0,1,10.8
1/5/2008,86,6.7,5.3,4.2,7.4,0,0,13.2
1/6/2008,92,5.8,4.2,1.3,2.4,0,0,9.3
1/7/2008,83,7.9,5.2,1.3,9.8,0,0.1,21.3
1/8/2008,83,6.9,5.5,3.2,0,0,1.2,14
1/9/2008,85,6.4,5.1,3.9,3.1,0,0,11.8
1/10/2008,79,9.9,6.5,3.9,0.1,0,1,15
1/11/2008,72,12.5,10.6,9.1,0,0,1.8,12.8
1/12/2008,80,10.2,6.6,2.9,1.4,0,0.2,15.1
1/13/2008,74,8.2,4.7,-0.2,0,0,5.1,10.6
1/14/2008,77,7.9,5,-1,0.4,0,0.7,13.9
1/15/2008,75,9.5,8.3,6.8,1.8,0,0.1,20
1/16/2008,79,9.6,7.6,5.2,0.4,0,1,17.2
1/17/2008,88,8.2,6.3,4.2,8.8,0,1.1,13.4
1/18/2008,90,11.4,8,5.6,13.5,0,0,18.5
1/19/2008,97,11.8,10.2,8.9,27.5,0,0,15.8
1/20/2008,97,11.3,10.7,8.9,18,0,0,15.6
1/21/2008,94,10.5,9.2,7.4,14.5,0,0,17.8
1/22/2008,85,8.7,3.9,1.6,0,0,5.4,16.1
1/23/2008,87,7.9,4.4,1.2,0.5,0,0.2,11.9
1/24/2008,87,9,7.6,3.3,3.8,0,0,16.4
1/25/2008,79,7.5,5.2,2,0,0,4.1,17.2
1/26/2008,83,10.2,7.6,6.5,13.2,0,2.7,18.3
1/27/2008,91,8.7,7.6,6.7,2.2,0,0,16.1
1/28/2008,88,8.2,7.4,6.4,0,0,0,6.4
1/29/2008,79,6.5,5.6,3.6,0,0,0,8.2
1/30/2008,92,4.9,3.3,1,1.5,0,0,8.6
1/31/2008,85,4.5,2.5,0.7,5.3,0,0,22.5
2/1/2008,77,6.8,5.1,3.5,2.8,0,0.5,21.2
2/2/2008,82,4.1,2.4,0.5,1.6,0,2.7,18.7
2/3/2008,65,5.2,2.7,0.7,0,0,6.9,12.3
2/4/2008,74,6.8,4.6,3,3.2,0,0,14
2/5/2008,88,9.4,5.4,3,15,0,0,15.1
2/6/2008,91,9.1,6.7,3.1,7.9,0,0,15.6
2/7/2008,85,7.8,4.6,1.2,0,0,5.4,9.2
2/8/2008,59,12.1,6.8,3.1,0,0,4.9,8.2
2/9/2008,69,13.4,5.5,0.2,0,0,7.8,4.1
2/10/2008,77,13.4,5.4,0.2,0,0,7.7,3.4
2/11/2008,84,13,5,-0.4,0,0,7.8,4.4
2/12/2008,99,3.4,0.8,-1.3,0,0,0,5.8
2/13/2008,91,6.9,1.4,-2.6,0,0,7.6,4
2/14/2008,95,4.5,2.7,0.8,0.5,0,0,6
2/15/2008,72,3.4,0.5,-3.3,0,0,8.1,9.7
2/16/2008,71,2.2,-2,-5.9,0,0,8.3,5.7
2/17/2008,56,7.4,0.6,-4.6,0,0,8.1,7.4
2/18/2008,88,3.6,1.9,0.1,0,0,0,7.9
2/19/2008,90,6.7,2.4,-1.5,0,0,3.7,4.4
2/20/2008,85,9.1,3.2,-1.5,0,0,2.7,7.7
2/21/2008,86,9.1,6.2,1.7,0.2,0,0.1,15.3
2/22/2008,86,10.8,9.3,7.9,1.6,0,0,17.9
2/23/2008,74,11.6,8.4,4.8,0,0,2.9,14.8
2/24/2008,79,9.8,8.7,7.4,6,0,0,11.6
2/25/2008,78,10.1,7.4,4.2,0,0,7.2,12.7
2/26/2008,84,12.7,9.5,6.4,4.5,0,0,17.2
2/27/2008,74,10.2,6.5,3.8,0,0,2.7,15.1
2/28/2008,74,10.3,6.5,3.2,0,0,3.8,8.3
2/29/2008,82,9.2,6.8,4.1,13.7,0,0.4,21
3/1/2008,77,9.7,7.6,6,5.6,0,0.5,26.8
3/2/2008,73,10.2,8.4,6,0,0,0.1,23.2
3/3/2008,75,8.6,5.4,1.2,1.1,0,3.4,21.4
3/4/2008,77,7.2,2.5,-1.2,0.4,0,5.6,15
3/5/2008,71,6.5,1.8,-2.1,0.2,0,6.5,13.9
3/6/2008,87,7,4.9,2.8,0.9,0,0,12.9
3/7/2008,85,8.8,7.2,6.4,0,0,0,8.1
3/8/2008,70,10.8,6.8,2.3,0,0,6.9,10.6
3/9/2008,69,11.2,8.4,6.5,0,0,0.5,12.8
3/10/2008,67,11.8,8,5.6,1.6,0,3.7,20.5
3/11/2008,78,10.6,7.7,5.9,9.8,0,0.8,17.5
3/12/2008,78,10.1,6.6,2.9,13.4,0,1.3,24.2
3/13/2008,71,10.1,6.7,3.5,0.4,0,2.7,18.4
3/14/2008,77,10.9,6.9,3.1,0.2,0,5,14.7
3/15/2008,74,13.2,7.4,1,7.8,0,5.3,5.8
3/16/2008,93,11,6.6,4.3,5.5,0,0,9.3
3/17/2008,77,7.2,3.9,0.1,0.5,0,2.2,17.7
3/18/2008,85,7.7,2.8,-0.5,1.7,0,4.8,16.9
3/19/2008,80,7,3.2,1.4,1,0,3.9,17.9
3/20/2008,88,7.4,3.4,0.7,15.4,0,1,17.8
3/21/2008,95,5.1,2.8,0.6,2.7,0,0.2,14.2
3/22/2008,92,3.9,0.8,-1.3,3.9,0,0,11.1
3/23/2008,58,4,-0.1,-3.2,0,0,10.8,7.4
3/24/2008,79,5.2,0.3,-0.9,1.8,0,3,13.6
3/25/2008,87,4.2,0.5,-1,4.4,0,2.3,13.4
3/26/2008,78,7.6,2.4,-1.7,0,1,5.1,10
3/27/2008,85,8.5,3.3,-2.2,0.5,0,5.7,8
3/28/2008,76,10.1,6.7,3.2,4.4,0,1,15.2
3/29/2008,67,12.5,8.6,5.9,0,0,4.5,18.1
3/30/2008,55,19.2,11.6,8.1,0.2,0,8.2,14.9
3/31/2008,76,13.7,10.1,6.2,0,0,1.4,10
4/1/2008,80,15.8,8.7,2.4,3.6,0,5.4,19.5
4/2/2008,81,11.3,7.8,6,6.2,0,1.5,14.2
4/3/2008,86,9.1,6.8,5.5,0.3,0,0.3,10.9
4/4/2008,83,9.7,6.8,4.8,0.4,0,0,8.1
4/5/2008,87,8.2,6.4,2.3,2.6,0,0.3,9.7
4/6/2008,73,9.5,4.2,-0.5,0,0,6.9,10.4
4/7/2008,78,8.2,2.8,-1.8,0,0,2.5,7.1
4/8/2008,72,10.1,4,-2.7,0,0,8.6,8.3
4/9/2008,68,11.8,5.9,1.8,0,0,4.7,7.3
4/10/2008,85,8.8,4.6,-0.4,0,0,1.2,7.3
4/11/2008,85,10.2,6,3.5,0,0,0.4,6.5
4/12/2008,64,14.3,9,3.8,0,0,6.9,13.5
4/13/2008,75,12.8,8.6,4.8,1.4,0,2.5,7.9
4/14/2008,91,8.7,6.1,2.1,5.8,0,0,6.8
4/15/2008,88,9.4,4.5,1.2,1.3,0,1.7,10.1
4/16/2008,76,10,4.4,-0.7,0,0,7.3,8
4/17/2008,75,11,5.5,-1.5,0,0,9.6,9
4/18/2008,83,8.8,6.3,5,0,0,0.2,12.8
4/19/2008,74,9.8,7.2,4.9,0,0,4.1,15.5
4/20/2008,71,12.7,9,3.9,0,0,3.1,10.3
4/21/2008,63,16.4,11,4.6,0,0,11.8,14.9
4/22/2008,59,16.9,11.6,6.5,0,0,6.8,12.5
4/23/2008,57,19.6,11.9,4.7,0,0,8.2,6.7
4/24/2008,73,17.1,12.5,8.5,3,0,2.4,14.7
4/25/2008,74,17.3,11.4,7,0,0,7,13
4/26/2008,73,17.9,11.7,5.5,0.2,0,2.3,6.8
4/27/2008,58,21.1,14.8,6.4,0,0,9.7,8.8
4/28/2008,76,17.2,12.4,8.6,12.6,0,0.9,8.9
4/29/2008,78,15.9,11,7.7,1,0,4.6,7.8
4/30/2008,60,19.9,13.3,6.4,0.5,0,8.1,14.1
5/1/2008,72,16.7,10.6,6.1,4,0,8.7,13.4
5/2/2008,82,16.1,9.9,4.9,2.8,0,5.5,7.6
5/3/2008,71,17.8,11.2,3.6,0,0,11.5,6.7
5/4/2008,59,19.4,12.9,4.6,0,0,14,9
5/5/2008,65,20.3,13.9,4.9,0,0,13.4,8.4
5/6/2008,62,21,15.4,8.6,0,0,13.9,8.4
5/7/2008,59,22.9,16,6.6,0,0,14.2,7
5/8/2008,56,23.3,16.9,8,0,0,14.3,8.2
5/9/2008,51,24.6,18,9.1,0,0,14.5,7.7
5/10/2008,50,25.2,18.3,9.4,0,0,14.6,8.6
5/11/2008,50,24,17.7,9.3,0,0,14.7,11.2
5/12/2008,51,25.4,18.3,8.9,0,0,12.7,8.1
5/13/2008,59,24.8,17.8,9.8,0,0,11.5,8.6
5/14/2008,60,24.2,17.6,9.8,0.7,0,13.7,7.3
5/15/2008,73,22.4,16.6,12.2,2,0,7.1,7.7
5/16/2008,93,15,13.3,11.6,11.1,0,0,5
5/17/2008,93,11.8,10.4,8.6,8.8,0,0,8.4
5/18/2008,66,15.9,11.1,6,0,0,4.3,7.6
5/19/2008,65,15.6,10.1,3.9,0,0,6.2,9
5/20/2008,63,16.3,10.4,2.7,0,0,13,8.8
5/21/2008,63,18.1,11.8,4.5,0,0,10.5,7.9
5/22/2008,61,20.2,13.6,5.4,0,0,13.4,7.8
5/23/2008,64,20.5,14.3,7.2,0,0,9.9,7.6
5/24/2008,57,21.2,15.6,8.5,0,0,14.5,10
5/25/2008,74,16.8,14,10.7,0.5,0,0.1,10.1
5/26/2008,85,16,13.6,11.6,0.8,0,0,9.6
5/27/2008,81,18.4,14.5,10.9,0,0,1.7,13.1
5/28/2008,76,26.4,19.5,14.3,1.9,0,4.9,11.5
5/29/2008,72,24.9,19.8,13.9,0,0,4.5,12.1
5/30/2008,72,25.9,20.7,14.7,0.3,0,3.8,8.3
5/31/2008,80,25,19.2,14.8,0,0,6.4,8.4
6/1/2008,73,26.6,20.3,14,0,0,7.8,6.7
6/2/2008,64,29.9,23.3,14.9,0,0,0,8
6/3/2008,79,25,20.4,17.1,5.9,0,4.6,9.6
6/4/2008,93,19.5,17.3,14.4,0.9,0,0,4.8
6/5/2008,70,24.8,18.8,13.1,0,0,10.5,10.4
6/6/2008,59,24.6,18.7,12,0,0,13.4,11.6
6/7/2008,59,27.1,19.8,12.1,0.3,0,10.8,7.9
6/8/2008,54,28,21,12.8,0,0,13.1,8.5
6/9/2008,53,27.6,20.8,12.1,0,0,13.7,9.7
6/10/2008,63,26.4,19.2,11.8,0,0,10.3,11.1
6/11/2008,66,19,14.8,9.4,0,0,6.4,12.4
6/12/2008,78,17.5,11.8,8.1,0.3,0,1.8,10.2
6/13/2008,80,15.6,11.1,6.5,3.7,0,4,12.8
6/14/2008,82,16.9,11.4,7.6,4.1,0,1.4,8
6/15/2008,72,18,12.5,8.1,0,0,6.5,16.4
6/16/2008,66,19.8,13.1,7.4,0,0,11.2,9.9
